ERR614117	SAMEA2567500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614117/ERR614117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614117/ERR614117_2.fastq.gz
ERR614149	SAMEA2567501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614149/ERR614149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614149/ERR614149_2.fastq.gz
ERR614226	SAMEA2567493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614226/ERR614226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614226/ERR614226_2.fastq.gz
ERR614321	SAMEA2567504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614321/ERR614321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614321/ERR614321_2.fastq.gz
ERR614430	SAMEA2567509	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614430/ERR614430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/ERR614430/ERR614430_2.fastq.gz
ERR615110	SAMEA2567483	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/ERR615110/ERR615110.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/ERR615110/ERR615110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/ERR615110/ERR615110_2.fastq.gz
ERR626457	SAMEA2567482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/ERR626457/ERR626457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/ERR626457/ERR626457_2.fastq.gz
ERR626462	SAMEA2567484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/ERR626462/ERR626462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/ERR626462/ERR626462_2.fastq.gz
